title,content
公司社保档案问题,我公司为东莞市常平镇一家公司，因为规模比较小，之前有一个员工，并且为该员工购买了社保，因公司业务转型，不需全日制工人了，这个员工就离职了，临时有业务只需要每周2，3小时的小时工（非全日制用工）就可以处理完毕，但是当我公司要求在社保局办理停止该员工缴费的业务时，社保局回复，只能注销公司，才能停止给该离职员工继续扣费，我们现在没有全日制工人了，只有一个法人，也不是全日制工人，现在该员工已经离职了，社保局每个月在我们单位扣社保费，已经侵害了我公司的合法权益，现在我们请求社保局帮忙办理转移手续，停止扣费！！
经常性超时营业和噪音扰民,"昨晚不夜天的""HOUSE""酒吧在10月12号的凌晨2点加大音量直到凌晨3点才结束 半夜被吵醒无法入睡 严重影响周边市民的正常作息时间和精神健康 希望有关部门重视与严查（本来不夜天管理公司会在2点左右对其管理的几家酒吧到点停电的，但是HOUSE酒吧自己在楼顶装有发电机来超时经营）"
有限公司变更地址,有限公司变更地址具体什么样的流程。去哪里办理？
关于户口的问题,具体情况：我老婆的户口为深圳集体户，由原工作单位办理，去年我老婆已离职。原公司在未通知我们的前提下，把我老婆的集体户口注销，导致我们目前无法办理生育证明和准生证，在这种情况下，我们要如何办理生育证明和如何把已被注销的深圳集体户口迁入东莞？我们在东莞有房产。帮忙指点如何办理？
东莞市人民公园增加坐厕,我奶奶今年90岁，去人民公园散步有30年了，今年因为生病住院后，行动没以前那么利落了，走路不能快，尤其上厕所，不能蹲下来，她却每天坚持去公园竹林那附近散步做运动，最烦恼的问题是，公园厕所没有专为老年人提供的坐厕，全是蹲厕。我奶奶说，去公园的时候不敢喝太多的水，如果实在要去厕所，就慢慢走回家拉，她行动不是好方便，慢走回家也要30分钟。作为孙女，我好心痛她，但又阻止不了她去公园的决心，所以，唯有请求和建议有关部门，在公园的公厕，建方便老人和不便行动的坐厕！谢谢！
虎门大道旁卢屋社区线路网线乱拉乱接,虎门大道旁卢屋社区东方锦河后墙线路乱拉乱接，严重影响美观，符合虎门镇整治“三线”工作要求， 根治城乡线缆乱拉挂 ，请各部门落实好清理工作，为了安全和美观，督促各营运商应走地线，尽快改造。
卢屋休闲广场球场灯坏了没修,卢屋休闲广场球场灯坏了没修
公共设施灯光照明问题,茶山镇卢屋村，休闲广场篮球场，照明设备故障已经10天！无人维修！
居住证办理,10月11日前往辖区派出所办理居住证，了解到的信息是现在系统坏了，并且告知的结果是已经坏了十几天了（9月29日左右就坏了），但是到目前为止还没解决。听工作人员讲，之前有一次坏了1个多月，为什么这么大的系统会出现这么严重的故障？由于本人现在急需居住证，所以请问大概何时能够解决呢？或者还有没有其它办法解决呢？
老板严重压榨员工劳动力,你好！因10月9日我投诉的内容不全面，现补上。一，工厂名称：东莞市朝发皮具有限公司    工厂地址：东莞市万江区大莲塘工业区    工厂电话：0769-22783561；工厂传真：0769-22783560二，法定假工厂上班时间如下：1，清明节：4月2-3日上班，仅放清明4日一天。4月10日周末照常上班。义务无加班费，不上班者扣工资2，劳动节：4月30日上班，放假5月1-2日，5月8日周末照常上班，义务无加班费，不上班者扣工资3，端午节:6月9日放假一天，6月10-11日照常上班，12日周末照常上班。义务无加班费，不上班者扣工资4，中秋节：9月15日放假一天，9月16-17日照常上班，18日周末照常上班，义务无加班费，不上班者扣工资，（9月25日周末也正常上班，但我没去，也意味着被扣工资）5，国庆节：10月1-2日放假2天，10月3-8日正常上班，9日周末也正常上班（我没有去，意味着要被扣工资）以上是我入厂以来所有法定假上班与放假时间段。因我现在还未离厂，相关部门来了解核实详情时请不要公开我的信息，以免被受到不利影响和个人威胁。（可讲有人举报检举即可，须立即整改）请政府相关部门一定前往工厂核实信息，这样不合法的工厂不能这样一直被存在着！谢谢！
多次反映无明厂房发出超难闻气味无果,投诉麻涌镇新基工业区新基中街“兴华燃气”旁边的无名铁皮厂房，每天不定时对外发出类似塑胶的异味，严重影响周边居民的正常生活。多人多次打电话到12369反映情况，受理后一直无人处理，无作为！
居住在补办后文档没有上传,本人8月4日到小捷窖补办的东莞居住证，今天10月12到车管所新车上牌后告知我的居住证信息并未上传而无法上牌，我到小捷窖咨询后说系统坏了 ，上传不了，距离我办证已经两个月时间，难道系统一直是坏的吗?  具体修好时间也没有明确告知，那到底什么时候能修好？一直不修   那我的车牌什么时候能上？
忙阻御湘閣鋪前側泊車擋铺,御湘閣貴賓明道理，鋪前有擋。锣又响！
报业大厦红绿灯,红绿灯换双向之后长时间车辆滞留现象，希望可以恢复之前红绿灯使用
施工噪音,常平丽城花园后面通往隐闲山庄空地夜间施工，噪音严重扰乱人们休息时间，请帮手速解决
人才入户遇到的问题,我购买的是二手房，由于是首次没有经验，前业主没有把户口迁走，在东莞长安公安分局办理人才入户申请时以上述理由被拒，办事人员表示如果前业主没有把户口迁走，我就无法办理入户。后来我咨询过市户籍科的人员，对方表示可以办理入户。但是我到长安公安分局提出相关处理意见时，对方要求我出示市局的相关文件和批复，其它手续齐全，请问我该如何处理？
塘厦教育局太黑心！,按照之前在12345热线投诉塘厦第一幼儿园多出12个公办幼儿园是暗箱操作！谁知塘厦教育局把我们当傻子一样的忽悠！说什么需要照顾有困难的幼儿园的幼儿！有本事把这12个有困难的幼儿公示一下！是不是真如你所说真有困难！就我知道的有几个家庭条件非常优越，比我家条件好几个档次！怎么就没照顾到我却照顾到他了？！真把我们这些老实人当傻子吗？！真是好笑！又可气！这样的政府、部门怎么能在群众心中有威信嘛！这样的事如果没人查没人管！老百姓如何再相信政府相信党！希望有关部门好好去查一下吧！还大家一个公道！
系统问题办不了房产证业主背锅,尊敬的镇长：       你好！       1.我们东莞市塘厦镇翻身街供销商场的业主于8月3日前往办理房产证被告知，翻身街供销商场的房子数据在系统存在问题正在修复，无法办理。      2.于是一直咨询，给到答复说9月中旬可以过户，但是一直拖到10月12日一直无法办理过户，非常麻烦，得到答案系统尚未恢复，并且恢复时间不确定。所有的问题都得业主自己来承担。现在疑问是：1.系统出现问题已经从7月分房产证改为不动产证，系统升级问题已经过去3个月了，仍然未恢复正常，这个办事效率不是一般的慢，甚至怀疑工作人员都没跟进。 2.房管局系统问题导致房产证不能正常办理过户，这个问题难道要业主要背？
社保局自助终端的使用问题,各位领导：为了进一步提高工作效率，方便广大群众，各社保分局都安装了自助服务终端，这本是一件对大家都方便的事情。不过，虎门社保分局对自助终端的使用上，还有更大的提升空间。大家站在门外，眼睁睁的看着自助终端就是不能用，保安还说领导要求的，提前一分钟都不行。建议把中午12:00-14:00也能开放自助终端给群众使用。理由一：虎门社保分局中午开放自助终端使用，并不影响社保局工作人员正常上下班。就算下班了，也是有2名保安在值班，他们完全有能力管理好这个时段对自助终端的使用。理由二：大多数外来工要到自助终端办理业务，如果只开放上班时间，那么他们就必须请假，一旦请假，工资、奖金损失较大。加入开放了中午这两个小时，对他们来说是一个非常重要的利好消息，极大的方便了大家。理由三：执政为民，不是一句空话。老百姓的合理诉求应该得到重视，况且这个诉求对社保分局来说，并不增加成本，反而会博得喝彩。
豆芽生产需办理哪些手续,豆芽菜以及同类产品的生产需要办理哪些手续？
办理石龙居住证回执,10月10日至10月11日两个工作日到石龙办理居住证回执均被告之:网络故障无法办理。请相关部门尽快解决。以免影响市民办事及政府形象！
噪音扰民,一楼铺面(摩根清吧)晚上唱歌，门口摆桌子提供给客人喝酒掷骰子，已经投诉多次，经营方根本就是无视我们的诉求。希望有关部门不要只是宣传教育，能拿出行之有效的解决问题的办法！
塘厦天悦商住广场晚上十二点了还在施工,塘厦天悦商住广场晚上十二点了还在施工，我们住在对面的都无法入睡，小孩子还要上学呢，最近是经常性的到半夜，以前有投诉好了一点晚上十点就停工了！
我小车在湖南临湘市遗章行驶,我不知道湖南临湘市在哪里，我的小车是斯柯达明锐牌子号码：粤S52R98。在今年4月份年审时也是湖南临湘市违章扣分，后来我打电话12345市民热线投诉。最后伟大的12345帮我在一周内解决，令我在5月份顺利年审，万分感谢！       现在我又查违章，结果临湘市又说我在15年11月不按指示灯行驶，扣2分。对此十分忿忿不平，难道我与你临湘市交警有仇吗？上次是湘A52R98违章，扣在我头上，这次又让我背黒锅，这样交管部门合格吗？要我怎么做，才不背这黑锅，请伟大的万能的市民热线：12345帮肋我，衷心感谢！万分感激！
环境污染,电子线路板厂的废水  未经处理直接放下水道
露天摊贩夜里扰民,露天麻辣烫夜里扰民，大喊大叫。孩子都睡不好觉。为什么无人管理那？邻居说多次举报渺无音讯。真不知道是为什么。请政府有关部门管理下。
路灯还没亮,我是东莞市常平镇东元南区的市民，现在晚上比较早黑了，我们区的路灯晚上七点多还没亮。希望有关部门管理部门人性化些。晚上七点应该亮灯吧！给市民带来方便些
霸道奸商占用公共地方非法经营，噪音极大,本人在商场地铺开店多年，生意不温不火．最近楼上老板(二三楼的总承包人)封路占用一楼的道路和停车位办所谓的美食节，很大油烟，卫生很差，噪音非非非常大，比一般手机店的音量大得多，车都进不来，都把客人吓跑了，所以没人敢来买东西．我们整排店的生意都很差，希望相关部门来治一治．
外来工买车上牌难,本人非东莞户口，到柳州买车回东莞上牌（原因是柳州要比东莞便宜好多），感觉上牌非常麻烦： 外地发票，非东莞户口要居住证，这个很正常，居住证核查这个也很正常，但是非常不方便的是，要先到寮步核查再到上桥交税验车，两个地方跑，验完车就要漫长的等，要一到两个工作日出，为什么不能当场出？ 两天后到下桥拿结果，被告知缺资料 资料弄错  但是从买车后居住证核查到上牌的资料一大堆，我也是从网上搜集各种流程攻略好久，但是实际去弄时还是有所差错，为什么各个办事窗口在收资料时不能帮忙检查一下，指导一要什么，怎么做？约一个小时后拿到验车结果，回到寮步准备给车上牌，去到大厅被保安告知没号，不能办理上牌业务，当时约上午10：30 里面排队的人约有两百人，没拿到号的大约也有几百人 ，请问能不能增加一些临时窗口，解决人多排队要不到号的问题？能不能正常买车后上个牌不要走那么多地方，将各种资料简化一下？ 最后一个是，我明天去下桥要几点钟到才能拿到号？谢谢！
违建,本人是一名新莞人，国庆期间本人发现桥沥张屋村263号在抢建一处房屋，本人觉得很奇怪国庆全国人民都放假，为何这个地方会紧张的建起房子来，后来在老乡处打听到这个地方几年前曾被镇府部门清拆过，房主应该在村里有一定地位才敢这么大胆被拆了又建的，顺便吐槽本地人真有钱现在这村还到处建房子。如果个个都这样做这里很快成工业园了。希望领导重视。
货车长期停放在T字路口，阻挡车辆及行人视线，路口常发生交通事故。,位于东莞市清溪镇青皇村葵青路，万力厂运货的货车长期占据一到两线道路，有一辆车牌号码为粤BJ0176的货车长期停放在特旺厂前面的丅字路，遮挡视线，使路口存在交通安全隐患。
东莞居住证,各位领导：      您们好！我是新莞人，由于本人的居住证已过期，近期去续办的时候，工作人员告知系统坏了，无法办理，不知道何时才能办理。据我所知，系统已好几个月都在维护状态，让我们这些急需要办理居住证的平民百姓如何是好？是否能给个具体时间或给个方案，不能因为系统坏了，就没有居住证明吧？我需要居住证办理东莞人才入户，还需要办理护照。现就因居住证卡在这里，希望各位领导尽快给予方案。谢谢！     此致！敬礼！
七田智右脑培训机构~欺诈乱收费,我为我孩子何文迪，于2015年8月报名莞城南城路南城大厦805号～七田智右脑开发学习，2015年下半年上课还比较正常，每周六，周日上午半天学习，到了2016年就发生变化，学习也不正常了，改为周日上午10:30~12:00，经常不通知，常常去了没人，空跑。5月后就没有上课了。打邓老师电话没人接，微信，短信不回。      最近才知道其他家长缴费也不一样，我是交的最贵的19800.0元，有1000.0的，19800.0两个孩子的，5000.0的等等。      需要七田智培训机构退学费。
东莞市美与乐趣服饰公司违反广告法用词,本人在2016年10月9日，在淘宝企业店铺：东莞市美与乐趣服饰有限公司购买了1件短袖女T恤，发现产品质量不是描述的那样好，而且发现此产品在详情页广告宣传的时候，严重违法国家消费法规定禁止的广告法极限词（禁违词）：“价格最低”和“100%”的极限词（禁违词），存在严重的欺骗消费者和误导消费者的嫌疑，有真实的截图证据，特此投诉。东莞市美与乐趣服饰有限公司注册地址：东莞市虎门镇九门寨旧寨四巷十号四楼；发货地址：广东省东莞市 虎门镇九门寨三门口林场一巷26号2楼；联系电话：13669808643；法定代表人：柏春玲；希望给我们消费者一个合理的答复。本人诉讼要求：根据国家规定的新消办法第五十五条经营者提供商品或者服务有欺诈行为的，应当按照消费者的要求增加赔偿其受到的损失，增加赔偿的金额为消费者购买商品的价款或者接受服务的费用的三倍；增加赔偿的金额不足五百元的，为五百元。法律另有规定的，依照其规定
关于入户后上学问题,你好，我住东莞塘厦石潭布汇江花园，想下个月申请积分入户，大女儿现在就读石潭布大江源小学一年级，如果明年上半年包括大女儿的户口也入户东莞后，明年九月上二年级时能否上大江源小学政府买的公立学位(可以免学费的)，因为这个学校离家近，公立学校有点远，小孩坐车晕车，谢谢，十分感谢！
投诉违章建筑施工,违章安全施工，已多次协商未改善，严重影响安全出入
工业垃圾投诉无门,工业垃圾（锋利的电路板边角料，灰，工业废水）随处乱倒，影响周边居民出行，加工产生的灰尘一刮风到处飘，还经常高空扔下成捆的电路板边角料垃圾。经投诉多次无果，望有关部门给力从速处理
投诉东莞市华永汽车销售服务有限公司,2016年9月10东莞市华永汽车销售有限公司塘厦分公司和凤岗分公司以搞活动为由收取本人2000元诚意金和200元报费，当时销售员黄培泽承诺没交易成功会如数退还，后来因种种原因没有成交，要求退款2200元，直到2016年10月11日都没有退还，多次电话催促未果，严重欺骗消费者，希望有关部门调查处理，还我血汗钱。
噪音扰民,请环保部门管一下，此为居民区，确在居民出租房生产，使用电钻、空压机作业。严重影响周围人生活休息！此为居民生活区，不是工厂生产区！！！在此表示强烈抗议，请政府管一管。非常感谢！
选择性执法,谢坑村到处都是违法建筑，由其是星雅幼儿园后面，抽水站则边，这个地方是农地约150平方米现被有头有面的人员占用正在兴建大楼，无用地规划，无任何报建手续都无人查处。为何故意查处我龙新三街4号后这里。希望执法局一事同人，作出公平公正处理事情。谢！
元江元村又出现站街女,元江元村内又出现站街女，妓女小姐，影响社会！
康居黑物业断业主水电煤,康居物业无法无天，乱停业主水电煤：1、康居物业自9月10日左右开始停居民用煤气，截止目前已有一个月余，也没见有任何的方案改善，更没有任何通知说什么时候能供气，家里有老人孩子，这最基本的民生问题都得不到保障，谈何安居乐业？2、康居物业最近频繁的停业主水电，水电是民生最基本的保障，想停就停，谁给了它们这么大的权力？3、这些民生问题打电话给投诉，有找房管所，有找城市管理局，有找派出所，要么拖要么推要么官方回复，问题一直都得不到解决，能找的部门都找了，就是没有一个部门出面处理解决问题，难道都没人能管得了？还是有其它什么原因呢？
执业医师变更注册,你好 执业医师变更注册到你区，需要提交什么资料 需要多少工作日完成
半夜噪音严重扰民,东城街道温塘砖窑市场一横路“火山口美食”半夜躁音扰民严重，刚开业10天的餐饮店每天半夜都有人喝酒大吵大闹，拍桌子。影响居民无法睡眠。
白马驿舍2座绿化规划恢复，开发商偷工减料,恢复绿化却只将雨棚拆除不将地面地砖拆除，严重影响往后小区生活，原因雨水冲刷导致的地面泥泞，无法种植花草树木，根系无法深入地面，开发商偷工减料
黄江康居物业强行停业主水电,第一投诉康居违法停水，电民生事项。强行拆掉业主电表保险管第二投诉房管所不作为推卸责任不理。第三投诉派出所物业违法行为不处理不作为！
莞城运河东三路碧桂园施工扰民！,莞城运河东三路碧桂园施工扰民！每天早上6点开始施工一直到晚上0点！严重影响附近居民的休息！使我的睡眠质量大打折扣！医生说几乎要神经衰弱了！请有关部门（完全不知道你们到底哪个部门能管的）及时处理，别踢皮球打太极！并要求碧桂园赔偿我的精神损失费！
东莞市城市公共自行车系统建设项目有异议,评标过程疑似不公平，评分结果不合情理；我司本项目报价为4688606元，常州市永安公共自行车系统股份有限公司（下称：永安）报价9472900元，而深圳凯信智通科技有限公司（下称：深圳公司）报价为9986600元，根据价格分评标方法，我司价格得分为满分30分，永安价格得分为14.85分，深圳公司价格分为14.08分，价格分上我司较深圳公司高15.92分，永安在价格分上也高于深圳公司。即使价格只是综合评分法中的其中一个因素，那在企业实力、以往业绩、软件知识产权、核心产品资质、系统知识产权、主要设备样品现场展示、系统实施方案、项目技术方案等，作为公共自行车行业内的龙头企业，我司以及永安肯定也会比深圳公司综合评分要高。相关企业实力和业绩可以在公开的政府采购中标结果和公开资料中大量得到验证，同时在相关企业的投标文件中也可以充分体现，简单说不可能一家默默无闻的小公司而且报价还高的公司能中标，这是很不正常的事情。由于在中标公示中没有具体的评分分数公布，因此我司对于此次中标结果及对评标过程的公平性提出严重投诉。
已出停令还在违建,日升画廊违建经附近居民投诉后，监管部门发出《责令停止违法行为决定书》（编号为：东综管停决字[2016]第3-0609号），并责令当事人立即停止施工，为何已出停令违法者仍然继续日夜偷建抢建（偷建进度见附图），是否有保护伞？且违建存在严重消防安全隐患（楼与楼之间紧贴没留消防通道），希望有关部门重示居民的诉求，停止违建，拆除违建.
撞车事件到底哪个政府部门处理,尊敬的市委领导:我叫胡喜阳，2015年12月10号，我一辆大众停在桥头镇山和村普世二路(多美图墙纸厂工地门口)被一辆白色京杯面包车相撞。当时有报交警，由于当时情况特殊，然后并报了公安110派出所，交警到了现作了现场堪查和记录，然后派出所接手，派出所经过几个月的调查取证，也是我多个上级部门走访，给予了一份<不予立案的通知书>，认为是普通交通事故。要我去找交警大队处理，现桥头交警大队根据当时现场取证认为不是交通事故，是对方故意行为，也不予受理。我现恳求市委领导出面帮我尽快处理此事件，叩谢！
“火山口美食”半夜躁音扰民严重,东城街道温塘砖窑市场一横路“火山口美食”半夜躁音扰民严重，近期每天天半夜1-2点钟都有很多人在喝酒大吵大闹，猜码，拍桌子，大哄大叫，像发疯的疯子逛吼乱叫，家里小孩，老人都被在梦中惊醒。严重影响居民无法睡眠。
易制毒化学品购买备案证明,1.可以办理易制毒化学品购买备案证明的公安局具体地址2.企业办理第二类、第三类易制毒化学品购买备案证明需提供哪些资料3.备案证明一般需多长时间才可以拿得到
职称评审对外语的要求,针对市人力资源局在其官方网站发布《关于做好2016年度我市职称评审工作的通知》中申报条件“对职称外语和计算机应用能力考试不作统一要求，不作为申报评审的必要条件。”，我想咨询下那类人才才能在申报中级职称时不需通过职称外语考试呢？
黄江康湖山庄15期后面有人私养家禽臭味熏天,黄江康湖山庄15期后面有人私养家禽臭味熏天，请相关部门尽早处理。
紅荔僑苑隨意停泊車,聽到門外大声呼喝声，往外看，一貨車欲進第五期，不准泊車不規則車停泊，只好掉頭返，住主道單綫出入，(起点校車停泊到居所嘉荣)上學上班時問，行人路在那？
808公交车不按时发车,2016年10月11曰早上06时35分开始在虎门煤气大厦公交车站（往东莞市人民医院方向）开始等待808公交车，一至到07时11分止，都末见有808公交车途经此公交站。
电子现金,我是学平中学一名学生的家长。现在学校实施拍卡消费所以要学生办张银行卡圈存电子现金在里面再消费，但这种圈存的电子现金如果掉了就没得补回，我觉得这一做法不太恰当。钱是我们的，就好像存在银行里一样，不过它就只是暂时圈存在电子现金里，银行卡不见了我们补回银行卡后钱还是我们的，但这卡消费卡里的钱不见了就不能补回。学校总有那么一两个不小心的学生吧。一个50，十个500......不见了的电子现金永远就在这电子现金系统里，那么这些不见了的电子现金最后是在银行里还是在个人手里呢？整个常平镇那么多间学校，那么多学生，小数怕长计。希望常平政府能联系相关部分处理这种不恰当的情况。谢谢
投诉苏宁易购,亲爱的工商局部门您好好，2016年10月10日，在苏宁易购买了一部魅族Note3手机，没用一天，手机就出现声音小的问题，申请换货既然要我自行把手机拿到东城区魅族授权维修点，还说，要去授权维修点让授权店的工作人员开具手机证明，我要上班，我根本没有手机去哪里给你开证明，这个是手机本身的问题，不是我人为破坏，我希望工商局能给我们消费者满意的答复，要么给我退款，要么给我换货？
莞城碧桂園違規施工,莞城碧桂園从早6点到深夜施工，踞塞納河畔小區不到50米，嚴重影響居民生活!!!!!
普济人民医院妇产医生张建鸿医德败坏,9月中旬，我在东城医院进行了胎儿四维检查，报告诊断显示提示胎儿室间缺损可能，建议上级医院检查。我非常紧张，次日立即到东莞市人民医院普济分院妇产科就诊，由张建鸿医生接诊。当时我立即出示了东城医院的四维报告，并且希望能对胎儿心脏问题作进一步的复查。当时张建鸿医生根本无认真对待，直接开了一个彩超检查单说可以复查心脏，催促我缴费预约。       我按预约时间（2016年10月10日），进行B超检查并把报告给张建鸿医生看，咨询我孩子心脏情况。她没认真看就说没问题，当时报告我也看了，基本没有针对胎儿心脏作进一步描述，我就把疑问向她提出来，她竟然回答我说，这检查报告只是胎儿常规检查，并没有对胎儿心脏深入检查，要进一步检查要去广州才能做，当时我一听就气了，我在第一次求诊的时候已经出示了东城医院报告并且也很清楚的说明了我要做胎儿心脏的检查，但是张建鸿医生对待病人马虎了事，随便开个普通彩超应付，事后又搪塞敷衍，一点都不为病人着想，在整个诊疗过程中说的最多的都是“你交钱没”“你快去交钱”，都没有认真问诊，了解病患情况，只是想办法赚钱，医德败坏，医患关系紧张都是由张建鸿医生这样的态度和行为引发的。       为什么接诊医生马虎对待病人；为什么开始不开胎儿心脏检查，要开普通检查，如果你们医院不能做胎儿心脏复查要去广州才能做的话，为什么一开始不直接告诉我，等出了这个不痛不痒的报告才跟我说，孩子都是妈妈的命根，你可以不同情我，但希望你能理解我。我希望东莞市人民医院能给我一个详细合理的书面回复。
自行车店占道经营阻碍交通,道窖镇振兴路东51号文兴自行车店利用非法改装电动三轮车占用交通道路用于经营多时，曾经向有关部门反映问题后稍有好转，但不久又死灰复燃。店主声称有亲属在镇属交警部门工作而抗拒接受群众投诉，恳请有关部门对其进行批评教育，让其认识到占道经营对公共交通安全的危害，以及即使亲属在交警部门工作也不能无视法纪，感谢。附近照片中包含印有文兴字样的全新三轮车，以此证明属于该店商品。
同一件事件进行的第5次投诉,"尊敬的石龙镇黎镇委，你好！这是我今年对相同事件的第5次投诉，首先我非常感谢城管局每次对我的投诉都有进行回复处理，只是每次的处理结果都是未处理完，回复都是需要继续跟进！据石龙镇城管局回复，已于4月21日对被投诉人发出限期拆除违法建设公告书（东综管限拆公字〔2016〕第1-0010号），并在城管网公示，时隔6个月，至今这份公告书仍张贴在小区大堂，被投诉人居然到期后可以无视这份执法文书，不对违建物进行拆除，可见被投诉人如此嚣张无视法律法规。这宗投诉相隔第1次投诉已经等待10个月，距上次4月份的回复至今，6个月里，我只收到一次城管的来电，说一定会做处理，我已按城管局的回复非常耐心地等待被投诉人的诉讼期，期间周边小区已经多次发生入室盗窃事件，使到我一直担心着家居安全，我查看最后的回复中说到还将对其进行催告及向市政府申请强拆令，催告及向市政府申请强拆令又需要等待多长时间? 我迫切想知道我这宗投诉会在什么时候终结,还我一个安心的居住环境。    12345服务中心的投诉过程：2016年1月 9日第1次投诉（编号011601091457001），无处理完；2016年1月30日第2次投诉（编号011601301492601），无处理完；2016年3月 3日第3次诉求（编号011603031528901），无处理完；2016年4月13日第4次诉求（编号011604131599701），无处理完，要求等待6个月的诉讼期；投诉内容：1.石龙濠兴逸苑11栋301在平台花园违建房屋（平房面积约3米x6米共18平方，有图为证），并且该建筑物顶长期积水，滋生大量蚊虫严重影响小区住户健康。经查11栋301报建规划图，是建小型凉亭，但最终结果私自盖起了一个房子（足有约3米x6米共18平方的房子），里面摆放电视、沙发、麻将台等。2.石龙濠兴逸苑11栋301在我住户楼下搭建雨棚，毫不顾及邻居安全，搭建雨棚，通过雨棚一步就可以登堂入室，对我住户的居家安全带来严重隐患。    本人的投诉要求非常简单，拆除违建物恢复建筑原貌，还我一个安全卫生的居住环境而已，本人投诉内容客观真实，随时可以协助处理。附件图片是投诉的违建物和城管的几次回复。黎镇委，我们作为一个普通市民，只能相信党和政府会依法办事，6个月已经过去了，如果还不能处理，还真不知该相信谁了，希望这次投诉能有一个完美的"
辞工后老板不退我押金和拖欠工资7000余,从2016年7月230号开始到8月31日在寮步镇运通（中港）速运上班送快递，开始谈工资条件是老板娘给前三月保底工资5000.自带车辆不包油和住宿，，因为当时我身上没多少钱，先交了老板娘3000，后来老板娘却反悔，说连续保三个月不划算只先保一个月第二月不保到第三个月再保，对于一个刚跑快递业务的快递员来说一个月的时间不包油费和住宿光靠送快递的死工资那不是白帮老板打工啊自己加油和住宿各种生活费能剩钱吗，老板怕亏为什么当初谈工资时不直接说好不保底，货物积压太多招不到人就用骗人来帮他送快递自己去收件，等人上了一个月就反悔了，我心觉得上当了又刚好家里有事我就找他们辞工，提前10就说月底回家不做了，他们也同意了，到8月31号辞工那天要求她先退3000元押金我回家急用，她却不肯，怎么说都说是9月15号之前和工资一起算给我我当时也办法急着回家也就算了，可过了9.15也不见打钱给我发微信给她却一直说忙，就这样一直拖欠工资到现在打电话也接也不回信息。我想她是想把我血汉钱吞了不肯给我多。我只能求助政府帮我讨个说法，她到底要不要发我工资和退我押金。
婚纱摄影店广告噪音严重扰民,长青南路71号，直通车眼镜后面有一家婚纱摄影店，该店直接把大功率喇叭播放器搬到长青街人行道上（8090店门旁），中午，晚上都十分吵闹，严重影响附近人们正常作息，邻居曾多次投诉仍然无果。
2017年入读小学疑问,父母一方的户口是东莞厚街户籍，小孩子是外地户籍，请问2017年入读厚街就近的公办学校 需要什么时候开始申请 确定能顺利 入读吗？
如何定义诈骗,请问公安部门的同志，你们那边是如何定义诈骗的？被骗多少钱你们立案受理？
居住证续期因设备故障无法办理居住时长中断,我居住证本月中旬到期，去居住地警务处续期被告知因设备故障无法办理。按规定居住证过期未办新证居住时长要从新证办理日期从新算起。请问这种因公安局的原因无法续期有没有别的办法保证居住证过期未办新证居住时长不从新计算吗？
黑点抢手机麻烦快点更换LED路灯,麻烦快点更换LED路灯，这个三角巷子里太黑，昨晚又亲眼看到我公司门口抢手机，不信过来这边问问，这个月4次了，麻烦你们处理一下可以吗？太暗，不安全，换LED会很亮，这样就没有死角，他们不能躲起来抢。（地址：大朗镇金丽路四巷五号）现在晚上根本没有开灯。
违建,有人在谢坑村龙江路11号即茂科厂大门右边绿化地上面建造房屋今天早上开始建造约100平方米，希有关部门处理，谢谢
井盖坏了多日无处理,东宝路和莞龙路交汇处的十字路口，美地芳邻治安亭旁，一个井盖看了多日了，没有处理，有安全隐患，希望有关部门尽快处理
小精英幼儿园附近垃圾臭气熏天,茶山小精英幼儿园附近存在一个脏乱差垃圾堆放场所，垃圾长期堆积，臭气熏天，影响市容市貌。
村委各种乱收费令投资者生畏,详见附件：我们在塘厦镇科苑城（沙湖村）有意租用10000多平方米的厂房，协商的租金是每平米17元，租金基本谈妥可以接受，但业主介绍的五花八门的杂费的确不理解，也没有依据。除房租和合理的管理费、卫生费、水电费等费用外，感觉到当地村委（沙湖村居委会）强加摊派的其他各种杂费令人生畏：（一）村委要收每平米每月1元共近10000元（一年12万元）的“村委管理费”。我们有意租用的是具有国有土地使用证和房产证（红本）的规范厂房，为什么要交村委管理费？他们给出了理由是：开厂办营业执照需要村委盖章！！！！我的天呀，这也关村委的事？村委不盖章，我们的钱不是白投了？行政许可有这么要求吗？我们去咨询了塘厦工商局办事人员，回答是“是要村委出具证明的。”真是太不可思议了！这规矩真可怕！！（二）村委要收每月3600元的“厂长费”。厂长是我们的，我不知道这个“厂长”能干什么？说是“要协调周边事务”，其实就是“保护费”。不然他们会以各种手段刁难商家的。我们要他们保护什么？（三）村委要收每月3000元的“治安巡查费”。说是要保护我们的安全，但当地派出所干什么呢？企业交的税收呢？以上三项“村委费”我们觉得不合理，也不合法，加重了企业的负担。更可怕的是，房东说“我们如果不交，一定会给你造成很多麻烦，做生意为了平安，没有必要不交吧。”这让人想起了土匪！！！谁敢来投资办厂，搞不好就会得罪本地人，生意还做吗？二、请求事项和建议：（一）请相关部门明确村委以上收费是否合法？如果非法，建议政府发文明确取缔，营造良好的投资经营环境。（二）明确企业办证需要提供的合法手续，按类别取消村委场地证明。
